,question,answer
1122,"Trong vụ án ly hôn, ai phải chịu án phí sơ thẩm?","Trong vụ án ly hôn, nguyên đơn phải chịu án phí sơ thẩm, không phụ thuộc vào việc Tòa án chấp nhận hay không chấp nhận yêu cầu của nguyên đơn."
1123,"Trường hợp cả hai đương sự thuận tình ly hôn, họ phải chịu án phí sơ thẩm như thế nào?","Trường hợp cả hai đương sự thuận tình ly hôn, mỗi bên đương sự phải chịu một nửa án phí sơ thẩm."
1124,"Nếu một đương sự được miễn án phí sơ thẩm, đương sự khác phải làm gì?","Trường hợp một đương sự được miễn án phí sơ thẩm, đương sự khác vẫn phải nộp án phí sơ thẩm mà mình phải chịu theo quy định tại các khoản 1, 2, 3 và 4 của Điều 147."
1125,Án phí sơ thẩm được quy định cụ thể như thế nào?,"Điều 147 không quy định cụ thể về mức án phí sơ thẩm, mức phí cụ thể có thể được quy định bởi các quy định pháp luật khác."
1126,Tòa án có quyền yêu cầu đương sự nộp án phí sơ thẩm không?,Tòa án có quyền yêu cầu đương sự nộp án phí sơ thẩm khi cần thiết để đảm bảo tiến hành giải quyết vụ án.
1127,Tiền án phí sơ thẩm có thể được sử dụng cho mục đích gì?,Tiền án phí sơ thẩm được sử dụng để hỗ trợ quá trình giải quyết vụ án theo quyết định của Tòa án.
1128,Khi nào nghĩa vụ chịu án phí sơ thẩm được quyết định trong trường hợp vụ án bị tạm đình chỉ giải quyết?,Nghĩa vụ chịu án phí sơ thẩm được quyết định khi vụ án được tiếp tục giải quyết theo quy định tại Điều 147.
1129,Thời hạn kháng cáo là bao lâu?,"Thời hạn kháng cáo trong việc giải quyết việc dân sự là 10 ngày, kể từ ngày Tòa án ra quyết định."
1130,Khi nào thời hạn kháng cáo bắt đầu tính?,"Thời hạn kháng cáo bắt đầu tính từ ngày người yêu cầu hoặc có quyền liên quan nhận được quyết định giải quyết việc dân sự hoặc từ ngày quyết định đó được thông báo, niêm yết."
1131,Ai có quyền kháng cáo quyết định giải quyết việc dân sự?,"Người yêu cầu, người có quyền lợi, nghĩa vụ liên quan đến việc giải quyết việc dân sự có quyền kháng cáo quyết định giải quyết việc dân sự."
1132,"Trong trường hợp người yêu cầu không có mặt tại phiên họp giải quyết việc dân sự, thời hạn kháng cáo tính từ khi nào?","Trong trường hợp người yêu cầu không có mặt tại phiên họp giải quyết việc dân sự, thời hạn kháng cáo tính từ ngày họ nhận được quyết định giải quyết việc dân sự hoặc từ ngày quyết định đó được thông báo, niêm yết."
1133,Thời hạn kháng cáo có thể được gia hạn không?,"Thời hạn kháng cáo thường không được gia hạn, nhưng có một số trường hợp đặc biệt có thể xem xét việc gia hạn theo quy định của pháp luật."
1134,Ai có quyền kháng nghị quyết định giải quyết việc dân sự?,"Viện kiểm sát cùng cấp có quyền kháng nghị quyết định giải quyết việc dân sự trong thời hạn 10 ngày. Viện kiểm sát cấp trên trực tiếp có quyền kháng nghị trong thời hạn 15 ngày, kể từ ngày Tòa án ra quyết định."
1135,Khi nào thời hạn kháng nghị bắt đầu tính?,Thời hạn kháng nghị bắt đầu tính từ ngày Tòa án ra quyết định giải quyết việc dân sự.
1136,Thời hạn kháng nghị có thể được gia hạn không?,Thời hạn kháng nghị không thể được gia hạn.
1137,Ai quyết định về việc gia hạn thời hạn kháng cáo hoặc kháng nghị?,Quyết định về việc gia hạn thời hạn kháng cáo hoặc kháng nghị do Tòa án hoặc cơ quan có thẩm quyền quyết định theo quy định của pháp luật.
1138,Tại sao thời hạn kháng cáo và kháng nghị lại quan trọng trong việc giải quyết việc dân sự?,"Thời hạn kháng cáo và kháng nghị quan trọng để đảm bảo tính công bằng và hiệu quả trong quá trình giải quyết việc dân sự, đồng thời giúp người yêu cầu và các bên liên quan."
1139,Các văn bản tố tụng trong tố tụng dân sự bao gồm những gì?,"Các văn bản tố tụng trong tố tụng dân sự bao gồm bản án, quyết định của Tòa án, quyết định kháng nghị của Viện kiểm sát, và các văn bản khác mà pháp luật có quy định."
1140,Ai có trách nhiệm cấp các văn bản tố tụng trong tố tụng dân sự?,"Trách nhiệm cấp các văn bản tố tụng trong tố tụng dân sự thuộc về các cơ quan có thẩm quyền, bao gồm Tòa án và Viện kiểm sát."
1141,Vai trò của bản án và quyết định của Tòa án là gì trong tố tụng dân sự?,"Bản án và quyết định của Tòa án là những văn bản quan trọng trong tố tụng dân sự, chúng xác định kết quả của vụ án và có hiệu lực pháp luật."
1142,Ai có quyền kháng nghị quyết định trong tố tụng dân sự?,Viện kiểm sát có quyền kháng nghị quyết định trong tố tụng dân sự.
1143,Thông báo và giấy báo trong tố tụng dân sự được sử dụng cho mục đích gì?,Thông báo và giấy báo được sử dụng để thông báo và triệu tập các bên liên quan tham gia vào quá trình tố tụng dân sự.
1144,Các văn bản tố tụng phải được tống đạt như thế nào?,"Các văn bản tố tụng phải được tống đạt theo quy định của pháp luật, thường là thông qua việc gửi bưu điện hoặc trực tiếp đến địa chỉ của bên nhận."
1145,Thông báo được sử dụng trong tố tụng dân sự trong trường hợp nào?,Thông báo thường được sử dụng để thông báo các quyết định và yêu cầu đối với các bên liên quan trong tố tụng dân sự.
1146,Tại sao việc tống đạt các văn bản tố tụng quan trọng trong tố tụng dân sự?,"Việc tống đạt các văn bản tố tụng quan trọng để đảm bảo tính minh bạch, công bằng và hiệu quả của quá trình tố tụng dân sự."
1147,Ai là người chịu trách nhiệm thông báo và tống đạt các văn bản tố tụng?,"Các cơ quan có thẩm quyền, như Tòa án và Viện kiểm sát, chịu trách nhiệm thông báo và tống đạt các văn bản tố tụng."
1148,Có quy định cụ thể nào về việc thông báo và tống đạt các văn bản tố tụng trong tố tụng dân sự?,"Pháp luật có quy định cụ thể về việc thông báo và tống đạt các văn bản tố tụng trong tố tụng dân sự, đảm bảo tính công bằng và tuân thủ quy trình."
1149,Khi nào việc thay đổi Thẩm phán hoặc Thư ký phiên họp trong việc giải quyết việc dân sự có thể thực hiện?,Việc thay đổi Thẩm phán hoặc Thư ký phiên họp trong việc giải quyết việc dân sự có thể thực hiện trước khi mở phiên họp giải quyết việc dân sự.
1150,Ai quyết định việc thay đổi Thẩm phán hoặc Thư ký phiên họp khi giải quyết việc dân sự?,Việc quyết định việc thay đổi Thẩm phán hoặc Thư ký phiên họp khi giải quyết việc dân sự do Chánh án của Tòa án đang giải quyết việc dân sự đó quyết định.
1151,Khi nào việc thay đổi Thẩm phán hoặc Thư ký phiên họp do Chánh án Tòa án trực tiếp quyết định?,Việc thay đổi Thẩm phán hoặc Thư ký phiên họp do Chánh án Tòa án trực tiếp quyết định khi Chánh án đang giải quyết việc dân sự đó.
1152,"Trong trường hợp việc dân sự do Hội đồng giải quyết việc dân sự gồm ba Thẩm phán giải quyết, ai quyết định việc thay đổi thành viên Hội đồng hoặc Thư ký phiên họp?","Trong trường hợp việc dân sự do Hội đồng giải quyết việc dân sự gồm ba Thẩm phán giải quyết, quyết định việc thay đổi thành viên Hội đồng hoặc Thư ký phiên họp do Hội đồng giải quyết việc dân sự quyết định."
1153,Khi nào việc thay đổi Kiểm sát viên trong việc giải quyết việc dân sự có thể thực hiện?,Việc thay đổi Kiểm sát viên trong việc giải quyết việc dân sự có thể thực hiện trước khi mở phiên họp giải quyết việc dân sự.
1154,Ai quyết định việc thay đổi Kiểm sát viên trong việc giải quyết việc dân sự?,Quyết định việc thay đổi Kiểm sát viên trong việc giải quyết việc dân sự do Viện trưởng Viện kiểm sát cùng cấp quyết định.
1155,"Trong trường hợp cần thay đổi Kiểm sát viên, việc này có ảnh hưởng đến việc giải quyết vụ án không?","Trong trường hợp cần thay đổi Kiểm sát viên, Thẩm phán hoặc Hội đồng giải quyết việc dân sự có thể ra quyết định hoãn phiên họp để thực hiện việc thay đổi."
1156,"Nếu Viện trưởng Viện kiểm sát cấp trên quyết định thay đổi Kiểm sát viên, việc cử Kiểm sát viên thay thế được thực hiện như thế nào?","Nếu Viện trưởng Viện kiểm sát cấp trên quyết định thay đổi Kiểm sát viên, việc cử Kiểm sát viên thay thế được thực hiện theo quy định của pháp luật."
1157,"Tại sao việc thay đổi Thẩm phán, Thư ký phiên họp hoặc Kiểm sát viên trong việc giải quyết việc dân sự quan trọng?","Việc thay đổi Thẩm phán, Thư ký phiên họp hoặc Kiểm sát viên trong việc giải quyết việc dân sự đảm bảo tính công bằng và đảm bảo quy trình tố tụng được thực hiện đúng quy định của pháp luật."
